Wavelength	OD
196.210000 -0.000413
197.010000 0.002127
197.810000 -0.002884
198.610000 -0.003398
199.410000 -0.005012
200.210000 -0.005008
201.010000 -0.004008
201.810000 -0.001103
202.610000 -0.002805
203.410000 -0.001801
204.220000 0.002539
205.020000 0.003092
205.820000 0.002786
206.620000 0.002972
207.420000 0.002530
208.220000 -0.000422
209.020000 -0.000262
209.820000 0.000034
210.620000 0.003026
211.420000 0.005212
212.220000 0.004760
213.020000 0.003262
213.820000 0.002889
214.610000 0.000638
215.410000 -0.000795
216.210000 -0.002453
217.010000 -0.001615
217.810000 -0.001635
218.610000 -0.000778
219.410000 -0.000055
220.210000 0.001774
221.010000 0.001512
221.810000 0.001767
222.610000 0.000666
223.410000 0.002624
224.200000 -0.010159
225.000000 -0.010035
225.800000 -0.009811
226.600000 -0.009825
227.400000 -0.012614
228.200000 -0.001965
228.990000 -0.002044
229.790000 -0.002869
230.590000 -0.001338
231.390000 -0.000634
232.190000 -0.001468
232.980000 -0.001357
233.780000 -0.000406
234.580000 -0.001195
235.380000 -0.000791
236.180000 -0.000513
236.970000 0.000030
237.770000 -0.000591
238.570000 -0.000149
239.370000 0.000133
240.160000 0.000740
240.960000 -0.000284
241.760000 -0.008485
242.550000 -0.008359
243.350000 -0.008255
244.150000 -0.008502
244.940000 0.007317
245.740000 0.012609
246.540000 0.012336
247.330000 0.012186
248.130000 0.010931
248.930000 -0.006160
249.720000 -0.006349
250.520000 -0.005815
251.320000 -0.005182
252.110000 -0.005579
252.910000 -0.002052
253.700000 -0.001620
254.500000 0.000454
255.300000 0.000245
256.090000 0.001833
256.890000 0.000339
257.680000 0.000838
258.480000 -0.000455
259.270000 -0.001894
260.070000 0.002568
260.870000 0.002450
261.660000 0.001335
262.460000 0.001825
263.250000 0.004163
264.050000 -0.000592
264.840000 -0.000165
265.640000 0.001788
266.430000 0.001469
267.230000 0.000317
268.020000 0.000101
268.810000 -0.000199
269.610000 -0.001334
270.400000 -0.002770
271.200000 -0.003952
271.990000 -0.004630
272.790000 -0.004106
273.580000 -0.002558
274.380000 -0.001922
275.170000 -0.000171
275.960000 0.000847
