Wavelength	OD
196.210000 -0.000275
197.010000 0.000080
197.810000 -0.001341
198.610000 -0.001437
199.410000 -0.002550
200.210000 -0.002103
201.010000 -0.000223
201.810000 -0.000539
202.610000 -0.001062
203.410000 0.001240
204.220000 0.000567
205.020000 0.001745
205.820000 0.002590
206.620000 0.002529
207.420000 0.001435
208.220000 0.001436
209.020000 0.000771
209.820000 0.001146
210.620000 -0.000018
211.420000 0.000825
212.220000 0.001367
213.020000 0.000349
213.820000 0.000071
214.610000 0.001387
215.410000 -0.000478
216.210000 -0.001677
217.010000 -0.001939
217.810000 -0.002013
218.610000 -0.001064
219.410000 -0.000187
220.210000 0.001027
221.010000 0.000679
221.810000 0.000590
222.610000 -0.000335
223.410000 0.000186
224.200000 0.000865
225.000000 0.000743
225.800000 -0.000303
226.600000 -0.000183
227.400000 -0.001928
228.200000 -0.002532
228.990000 -0.003352
229.790000 0.000630
230.590000 0.000073
231.390000 0.001895
232.190000 0.001152
232.980000 0.003015
233.780000 0.000070
234.580000 -0.000018
235.380000 0.000348
236.180000 0.000346
236.970000 -0.000968
237.770000 -0.001437
238.570000 -0.000919
239.370000 -0.002384
240.160000 -0.002629
240.960000 -0.004079
241.760000 -0.012735
242.550000 -0.012223
243.350000 -0.010480
244.150000 -0.010270
244.940000 0.007156
245.740000 0.013284
246.540000 0.013479
247.330000 0.013581
248.130000 0.013580
248.930000 -0.001905
249.720000 -0.000653
250.520000 -0.004413
251.320000 -0.005523
252.110000 -0.007196
252.910000 -0.005268
253.700000 -0.005349
254.500000 -0.001584
255.300000 0.000500
256.090000 0.001478
256.890000 0.000283
257.680000 -0.000221
258.480000 -0.000704
259.270000 -0.001273
260.070000 -0.003615
260.870000 -0.004263
261.660000 -0.004915
262.460000 -0.004234
263.250000 -0.003635
264.050000 -0.001069
264.840000 0.000380
265.640000 0.001645
266.430000 0.002516
267.230000 0.002029
268.020000 0.001702
268.810000 0.000811
269.610000 0.000948
270.400000 -0.001428
271.200000 -0.001918
271.990000 -0.002562
272.790000 -0.002200
273.580000 -0.001476
274.380000 -0.001258
275.170000 -0.002293
275.960000 0.000182
276.760000 0.000986
277.550000 -0.000541
278.340000 0.000990
279.140000 0.002909
279.930000 0.002848
280.730000 0.001827
281.520000 0.001934
282.310000 0.001425
283.110000 -0.000831
283.900000 -0.000990
284.690000 -0.000588
285.490000 -0.000208
286.280000 -0.001890
287.070000 -0.000236
287.860000 0.009249
288.660000 0.009328
289.450000 0.009036
290.240000 0.009318
291.030000 0.009457
291.830000 0.001590
292.620000 0.001992
293.410000 0.001298
294.200000 0.000824
295.000000 0.000490
295.790000 0.000195
296.580000 -0.000242
297.370000 -0.000455
298.160000 0.001086
298.960000 0.001173
299.750000 0.001142
300.540000 0.000569
301.330000 0.002716
302.120000 0.002062
