Archivo,a (altura),b (nm),c,Dosis estimada (Gy)
OD_Radio1_spectra.txt,0.732809245337787,631.4730772084635,19.639269083817073,3.809818578341703
OD_Radio2_spectra.txt,0.8479265865750266,630.9890862055022,23.57425461186078,5.420763606772317
OD_Radio3_spectra.txt,0.8901958039057516,631.5915903547831,29.090785372189668,5.67079610462454
OD_Radio4_spectra.txt,0.8974385126473348,633.0229282556156,33.40581524876838,5.7003925393363195
OD_Radio5_spectra.txt,0.9021827584702534,634.4148252809769,37.01568962555232,5.717948820011901
