Archivo,a (altura pico),b (posición pico),c (ancho),Dosis estimada (Gy)
OD_Radio1_spectra.txt,0.732809245337787,631.4730772084635,19.639269083817073,7.477103879743682
OD_Radio2_spectra.txt,0.8479265865750266,630.9890862055022,23.57425461186078,11.236650713953985
OD_Radio3_spectra.txt,0.8901958039057516,631.5915903547831,29.090785372189668,13.009514357952927
OD_Radio4_spectra.txt,0.8974385126473348,633.0229282556156,33.40581524876838,13.338433913014747
OD_Radio5_spectra.txt,0.9021827584702534,634.4148252809769,37.01568962555232,13.55811449709212
