196.21	3155.00
197.01	869.82
197.81	1328.26
198.61	863.62
199.41	900.22
200.21	883.62
201.01	863.22
201.81	839.82
202.61	921.22
203.41	901.42
204.22	1035.42
205.02	1129.42
205.82	1129.82
206.62	1087.82
207.42	1073.02
208.22	958.42
209.02	880.22
209.82	895.22
210.62	954.02
211.42	916.82
212.22	931.82
213.02	937.82
213.82	969.22
214.61	864.22
215.41	946.42
216.21	946.42
217.01	951.22
217.81	1045.62
218.61	1078.62
219.41	1022.42
220.21	994.62
221.01	995.22
221.81	851.22
222.61	827.82
223.41	836.62
224.20	905.22
225.00	933.82
225.80	937.02
226.60	1069.82
227.40	1073.42
228.20	1003.22
228.99	964.82
229.79	1083.02
230.59	952.22
231.39	1049.02
232.19	1045.82
232.98	1067.22
233.78	995.82
234.58	993.62
235.38	950.82
236.18	956.82
236.97	1004.22
237.77	978.82
238.57	963.22
239.37	879.02
240.16	861.42
240.96	810.22
241.76	906.02
242.55	930.02
243.35	994.82
244.15	1007.42
244.94	1381.42
245.74	1346.62
246.54	1328.22
247.33	1274.62
248.13	1297.42
248.93	932.22
249.72	835.82
250.52	897.02
251.32	904.62
252.11	887.62
252.91	876.02
253.70	894.22
254.50	831.22
255.30	833.82
256.09	867.82
256.89	859.02
257.68	864.42
258.48	888.82
259.27	903.02
260.07	956.22
260.87	931.42
261.66	932.02
262.46	918.82
263.25	900.22
264.05	829.02
264.84	869.62
265.64	937.82
266.43	1201.02
267.23	1191.82
268.02	1165.62
268.81	1158.42
269.61	1086.02
270.40	806.82
271.20	875.42
271.99	861.02
272.79	842.82
273.58	839.42
274.38	844.62
275.17	839.02
275.96	855.22
276.76	862.62
277.55	968.22
278.34	1007.22
279.14	950.42
279.93	939.82
280.73	910.02
281.52	794.62
282.31	835.82
283.11	855.02
283.90	894.42
284.69	915.62
285.49	923.22
286.28	838.82
287.07	808.62
287.86	839.22
288.66	880.42
289.45	1011.42
290.24	1030.62
291.03	1108.62
291.83	1092.42
292.62	1048.22
293.41	956.22
294.20	960.02
295.00	873.22
295.79	824.82
296.58	812.02
297.37	803.42
298.16	785.62
298.96	799.22
299.75	819.62
300.54	899.02
301.33	903.42
302.12	931.02
302.92	988.22
303.71	1041.02
304.50	996.62
305.29	973.42
306.08	946.82
306.87	898.42
307.66	835.42
308.45	1043.22
309.24	1035.42
310.04	1039.62
310.83	1053.62
311.62	1055.62
312.41	825.62
313.20	842.62
313.99	871.62
314.78	867.62
315.57	852.82
316.36	895.82
317.15	883.82
317.94	860.62
318.73	908.42
319.52	912.22
320.31	912.22
321.10	898.22
321.89	890.22
322.68	838.82
323.47	956.22
324.26	1087.62
325.05	1148.62
325.84	1347.02
326.63	1332.62
327.42	1334.42
328.20	1160.02
328.99	1105.02
329.78	899.22
330.57	945.42
331.36	1008.62
332.15	1020.62
332.94	1064.82
333.73	1078.22
334.52	1059.82
335.30	866.02
336.09	920.62
336.88	944.42
337.67	941.62
338.46	917.82
339.25	931.82
340.03	873.02
340.82	790.22
341.61	795.42
342.40	822.42
343.19	821.42
343.97	821.02
344.76	851.62
345.55	830.82
346.34	826.82
347.12	831.82
347.91	826.22
348.70	876.42
349.48	931.62
350.27	914.42
351.06	911.22
351.85	915.62
352.63	1021.22
353.42	963.82
354.21	959.42
354.99	974.62
355.78	971.22
356.57	811.02
357.35	825.82
358.14	819.02
358.93	894.02
359.71	887.42
360.50	904.02
361.28	901.62
362.07	889.42
362.86	833.82
363.64	903.22
364.43	908.62
365.21	917.82
366.00	932.82
366.78	873.22
367.57	803.02
368.36	822.42
369.14	1064.02
369.93	1149.22
370.71	1194.02
371.50	1220.62
372.28	1192.82
373.07	962.02
373.85	1046.42
374.64	1049.62
375.42	1053.42
376.21	1140.22
376.99	1133.82
377.78	964.62
378.56	932.22
379.34	935.82
380.13	826.42
380.91	830.82
381.70	854.02
382.48	863.42
383.27	893.02
384.05	961.02
384.83	951.42
385.62	1006.42
386.40	1050.82
387.18	1036.42
387.97	965.02
388.75	997.82
389.54	944.22
390.32	898.82
391.10	868.82
391.89	880.82
392.67	853.22
393.45	833.62
394.23	894.22
395.02	884.62
395.80	921.62
396.58	966.62
397.37	1145.82
398.15	1093.82
398.93	1089.82
399.71	1047.22
400.50	993.22
401.28	822.22
402.06	811.22
402.84	832.02
403.63	857.02
404.41	846.42
405.19	834.82
405.97	872.22
406.75	944.82
407.53	922.82
408.32	988.62
409.10	999.42
409.88	965.22
410.66	907.62
411.44	935.02
412.22	885.62
413.01	884.82
413.79	954.02
414.57	943.62
415.35	901.42
416.13	900.42
416.91	1021.42
417.69	1008.42
418.47	993.02
419.25	1169.22
420.03	1177.22
420.81	1042.82
421.59	985.82
422.37	1009.62
423.16	882.02
423.94	938.62
424.72	955.62
425.50	1087.22
426.28	1070.42
427.06	1086.82
427.84	1091.82
428.62	1078.22
429.40	952.62
430.17	957.02
430.95	914.22
431.73	868.62
432.51	886.22
433.29	892.62
434.07	871.42
434.85	885.02
435.63	853.62
436.41	838.82
437.19	847.82
437.97	869.22
438.75	983.62
439.52	1115.02
440.30	1127.22
441.08	1170.22
441.86	1195.82
442.64	1072.02
443.42	957.22
444.20	957.62
444.97	935.22
445.75	911.02
446.53	923.42
447.31	948.42
448.09	968.22
448.86	986.42
449.64	993.82
450.42	1094.02
451.20	1097.22
451.98	1132.02
452.75	1137.42
453.53	1158.02
454.31	1069.62
455.08	1057.62
455.86	1340.42
456.64	1308.42
457.42	1303.02
458.19	1301.82
458.97	1318.82
459.75	1010.42
460.52	1003.02
461.30	1061.22
462.08	1054.62
462.85	1040.62
463.63	1044.42
464.41	1055.02
465.18	1004.42
465.96	1061.42
466.74	1066.82
467.51	1040.82
468.29	1024.82
469.06	1029.62
469.84	974.82
470.62	968.02
471.39	1083.02
472.17	1184.22
472.94	1189.22
473.72	1206.42
474.49	1221.62
475.27	1138.82
476.04	1072.02
476.82	1063.42
477.59	1084.42
478.37	1103.82
479.14	1113.22
479.92	1144.62
480.69	1186.22
481.47	1205.42
482.24	1259.42
483.02	1317.22
483.79	1310.42
484.57	1334.02
485.34	1328.42
486.12	1287.62
486.89	1246.42
487.66	1266.02
488.44	1204.22
489.21	1178.62
489.99	1173.42
490.76	1191.42
491.53	1197.02
492.31	1233.42
493.08	1243.02
493.86	1279.62
494.63	1308.42
495.40	1310.62
496.18	1353.02
496.95	1537.62
497.72	1499.42
498.50	1470.22
499.27	1526.22
500.04	1463.22
500.81	1281.82
501.59	1303.02
502.36	1306.02
503.13	1209.42
503.91	1358.02
504.68	1362.82
505.45	1339.42
506.22	1322.02
507.00	1336.82
507.77	1203.62
508.54	1203.42
509.31	1209.42
510.08	1224.42
510.86	1313.02
511.63	1342.82
512.40	1350.42
513.17	1403.62
513.94	1393.42
514.72	1292.22
515.49	1263.42
516.26	1254.42
517.03	1236.22
517.80	1252.22
518.57	1254.62
519.34	1219.62
520.11	1221.62
520.89	1188.82
521.66	1166.62
522.43	1197.82
523.20	1235.22
523.97	1234.82
524.74	1241.02
525.51	1252.42
526.28	1220.42
527.05	1217.62
527.82	1202.42
528.59	1299.62
529.36	1252.02
530.13	1350.02
530.90	1335.22
531.67	1337.82
532.44	1227.82
533.21	1265.22
533.98	1223.82
534.75	1233.42
535.52	1234.02
536.29	1218.22
537.06	1186.82
537.83	1150.82
538.60	1120.22
539.37	1112.62
540.14	1146.62
540.91	1150.42
541.67	1268.82
542.44	1278.82
543.21	1298.82
543.98	1249.22
544.75	1238.82
545.52	1084.62
546.29	1049.22
547.06	1039.62
547.82	1105.82
548.59	1126.42
549.36	1255.02
550.13	1298.22
