TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	25/03/18
TIME	17:18:14
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	800.0000
LASTX	400.0000
NPOINTS	401
FIRSTY	0.75434
MAXY	0.76123
MINY	0.23784
XYDATA
800.0000	75.434
799.0000	75.853
798.0000	76.094
797.0000	75.837
796.0000	75.893
795.0000	76.014
794.0000	76.123
793.0000	75.301
792.0000	74.722
791.0000	74.36
790.0000	74.157
789.0000	74.209
788.0000	73.932
787.0000	74.643
786.0000	74.656
785.0000	75.287
784.0000	75.507
783.0000	75.284
782.0000	75.568
781.0000	75.637
780.0000	75.587
779.0000	75.394
778.0000	75.492
777.0000	75.441
776.0000	75.302
775.0000	75.536
774.0000	75.464
773.0000	75.096
772.0000	75.115
771.0000	74.831
770.0000	74.527
769.0000	74.336
768.0000	74.458
767.0000	74.335
766.0000	74.197
765.0000	74.575
764.0000	74.573
763.0000	74.714
762.0000	75.085
761.0000	75.013
760.0000	75.166
759.0000	75.547
758.0000	75.257
757.0000	74.867
756.0000	74.979
755.0000	74.827
754.0000	74.801
753.0000	74.907
752.0000	74.54
751.0000	73.779
750.0000	74.131
749.0000	74.265
748.0000	73.974
747.0000	74.1
746.0000	73.678
745.0000	73.616
744.0000	74.535
743.0000	74.582
742.0000	74.632
741.0000	74.759
740.0000	75.181
739.0000	75.118
738.0000	75.242
737.0000	74.912
736.0000	74.29
735.0000	74.4
734.0000	74.749
733.0000	74.801
732.0000	74.679
731.0000	74.787
730.0000	74.817
729.0000	75.015
728.0000	75.367
727.0000	75.037
726.0000	74.795
725.0000	74.246
724.0000	74.245
723.0000	74.53
722.0000	74.092
721.0000	74.122
720.0000	74.011
719.0000	74.352
718.0000	74.391
717.0000	74.599
716.0000	74.626
715.0000	74.405
714.0000	74.634
713.0000	74.655
712.0000	74.678
711.0000	74.394
710.0000	74.471
709.0000	74.616
708.0000	74.686
707.0000	74.557
706.0000	74.495
705.0000	74.517
704.0000	74.31
703.0000	74.238
702.0000	73.945
701.0000	73.782
700.0000	73.454
699.0000	73.727
698.0000	73.764
697.0000	73.486
696.0000	73.453
695.0000	73.306
694.0000	73.484
693.0000	73.441
692.0000	73.698
691.0000	73.413
690.0000	73.477
689.0000	73.444
688.0000	73.42
687.0000	73.441
686.0000	73.494
685.0000	73.42
684.0000	73.208
683.0000	73.266
682.0000	73.026
681.0000	73.202
680.0000	73.013
679.0000	72.906
678.0000	72.633
677.0000	72.718
676.0000	72.809
675.0000	72.548
674.0000	72.489
673.0000	72.08
672.0000	71.962
671.0000	71.896
670.0000	71.997
669.0000	71.901
668.0000	71.504
667.0000	71.452
666.0000	71.321
665.0000	71.418
664.0000	71.393
663.0000	71.286
662.0000	70.908
661.0000	70.37
660.0000	70.135
659.0000	69.596
658.0000	69.005
657.0000	68.096
656.0000	67.283
655.0000	66.005
654.0000	64.834
653.0000	63.647
652.0000	61.925
651.0000	59.965
650.0000	58.003
649.0000	56.02
648.0000	53.58
647.0000	51.36
646.0000	48.771
645.0000	46.013
644.0000	43.507
643.0000	40.933
642.0000	38.471
641.0000	36.137
640.0000	34.177
639.0000	32.49
638.0000	31.121
637.0000	30.092
636.0000	29.558
635.0000	29.383
634.0000	29.449
633.0000	29.88
632.0000	30.726
631.0000	31.676
630.0000	32.863
629.0000	34.179
628.0000	35.516
627.0000	37.05
626.0000	38.553
625.0000	40.065
624.0000	41.436
623.0000	42.892
622.0000	44.113
621.0000	45.572
620.0000	46.805
619.0000	48.023
618.0000	49.212
617.0000	50.296
616.0000	51.232
615.0000	51.996
614.0000	52.821
613.0000	53.445
612.0000	54.022
611.0000	54.566
610.0000	55.049
609.0000	55.419
608.0000	55.784
607.0000	56.015
606.0000	56.331
605.0000	56.45
604.0000	56.738
603.0000	56.925
602.0000	56.866
601.0000	56.757
600.0000	56.527
599.0000	56.293
598.0000	56.114
597.0000	55.882
596.0000	55.306
595.0000	54.622
594.0000	54.016
593.0000	53.373
