TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	25/03/18
TIME	17:08:18
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	800.0000
LASTX	400.0000
NPOINTS	401
FIRSTY	0.79791
MAXY	0.80107
MINY	0.26329
XYDATA
800.0000	79.791
799.0000	79.485
798.0000	80.107
797.0000	79.358
796.0000	78.798
795.0000	79.104
794.0000	79.031
793.0000	78.792
792.0000	78.439
791.0000	78.634
790.0000	78.243
789.0000	78.675
788.0000	79.054
787.0000	79.752
786.0000	79.293
785.0000	79.171
784.0000	79.231
783.0000	78.503
782.0000	78.522
781.0000	78.21
780.0000	78.087
779.0000	78.267
778.0000	79.039
777.0000	79.268
776.0000	79.155
775.0000	79.191
774.0000	79.646
773.0000	79.513
772.0000	79.464
771.0000	79.011
770.0000	78.894
769.0000	78.838
768.0000	78.609
767.0000	79.141
766.0000	78.928
765.0000	79.395
764.0000	79.155
763.0000	79.331
762.0000	79.484
761.0000	79.358
760.0000	79.663
759.0000	79.642
758.0000	79.77
757.0000	79.749
756.0000	79.801
755.0000	79.168
754.0000	79.162
753.0000	79.487
752.0000	79.012
751.0000	78.59
750.0000	78.537
749.0000	78.477
748.0000	78.594
747.0000	79.185
746.0000	78.793
745.0000	78.614
744.0000	79.058
743.0000	78.572
742.0000	78.522
741.0000	78.708
740.0000	78.902
739.0000	78.858
738.0000	78.811
737.0000	79.033
736.0000	78.683
735.0000	78.724
734.0000	79.023
733.0000	79.293
732.0000	79.125
731.0000	78.58
730.0000	78.765
729.0000	78.302
728.0000	78.538
727.0000	78.448
726.0000	78.054
725.0000	77.644
724.0000	77.605
723.0000	78.362
722.0000	78.007
721.0000	78.345
720.0000	78.359
719.0000	78.52
718.0000	78.682
717.0000	78.857
716.0000	79.28
715.0000	79.064
714.0000	79.235
713.0000	79.22
712.0000	79.392
711.0000	79.436
710.0000	79.546
709.0000	79.322
708.0000	79.113
707.0000	79.308
706.0000	79.15
705.0000	79.164
704.0000	78.798
703.0000	78.88
702.0000	78.713
701.0000	78.715
700.0000	78.639
699.0000	78.748
698.0000	78.882
697.0000	78.894
696.0000	78.922
695.0000	78.381
694.0000	78.413
693.0000	78.501
692.0000	78.874
691.0000	78.663
690.0000	78.67
689.0000	78.492
688.0000	78.33
687.0000	78.389
686.0000	78.229
685.0000	77.999
684.0000	77.573
683.0000	77.617
682.0000	77.636
681.0000	77.933
680.0000	77.884
679.0000	77.911
678.0000	77.753
677.0000	77.847
676.0000	77.964
675.0000	77.869
674.0000	77.85
673.0000	77.408
672.0000	77.49
671.0000	77.438
670.0000	77.695
669.0000	77.898
668.0000	77.984
667.0000	77.804
666.0000	77.851
665.0000	78.102
664.0000	78.029
663.0000	78.118
662.0000	77.917
661.0000	77.679
660.0000	77.353
659.0000	77.256
658.0000	76.79
657.0000	76.435
656.0000	76.206
655.0000	75.617
654.0000	75.131
653.0000	74.601
652.0000	74.01
651.0000	73.146
650.0000	72.356
649.0000	71.423
648.0000	70.141
647.0000	69.147
646.0000	67.941
645.0000	66.47
644.0000	65.056
643.0000	63.593
642.0000	62.053
641.0000	60.549
640.0000	59.385
639.0000	58.314
638.0000	57.321
637.0000	56.538
636.0000	56.15
635.0000	55.97
634.0000	56.035
633.0000	56.366
632.0000	56.92
631.0000	57.458
630.0000	58.37
629.0000	59.295
628.0000	60.185
627.0000	61.04
626.0000	62.036
625.0000	62.933
624.0000	63.662
623.0000	64.54
622.0000	64.988
621.0000	65.865
620.0000	66.496
619.0000	67.25
618.0000	67.755
617.0000	68.26
616.0000	68.703
615.0000	68.95
614.0000	69.473
613.0000	69.623
612.0000	69.915
611.0000	70.137
610.0000	70.404
609.0000	70.626
608.0000	70.72
607.0000	70.777
606.0000	71.106
605.0000	71.123
604.0000	71.086
603.0000	71.149
602.0000	71.125
601.0000	70.986
600.0000	70.996
599.0000	71.035
598.0000	70.535
597.0000	70.416
596.0000	70.262
595.0000	69.866
594.0000	69.505
593.0000	69.154
