TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	25/03/18
TIME	17:23:08
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	800.0000
LASTX	400.0000
NPOINTS	401
FIRSTY	0.78826
MAXY	0.78932
MINY	0.18905
XYDATA
800.0000	78.826
799.0000	78.612
798.0000	78.358
797.0000	78.467
796.0000	78.735
795.0000	78.932
794.0000	78.895
793.0000	78.423
792.0000	78.141
791.0000	78.293
790.0000	78.286
789.0000	78.4
788.0000	78.077
787.0000	78.398
786.0000	78.171
785.0000	77.867
784.0000	77.695
783.0000	77.631
782.0000	77.902
781.0000	77.732
780.0000	77.9
779.0000	78.101
778.0000	78.248
777.0000	78.407
776.0000	78.377
775.0000	78.108
774.0000	78.239
773.0000	78.276
772.0000	77.848
771.0000	77.562
770.0000	77.373
769.0000	77.161
768.0000	77.144
767.0000	77.342
766.0000	77.289
765.0000	77.265
764.0000	77.445
763.0000	77.772
762.0000	77.529
761.0000	77.769
760.0000	78.069
759.0000	78.203
758.0000	78.229
757.0000	78.431
756.0000	78.814
755.0000	78.117
754.0000	78.175
753.0000	77.917
752.0000	77.619
751.0000	77.035
750.0000	76.864
749.0000	76.793
748.0000	76.487
747.0000	76.826
746.0000	76.972
745.0000	77.188
744.0000	77.303
743.0000	77.424
742.0000	77.57
741.0000	77.298
740.0000	77.896
739.0000	77.694
738.0000	77.828
737.0000	77.613
736.0000	77.409
735.0000	77.064
734.0000	77.212
733.0000	77.368
732.0000	77.083
731.0000	77.042
730.0000	77.155
729.0000	77.077
728.0000	77.274
727.0000	77.218
726.0000	77.178
725.0000	77.009
724.0000	76.811
723.0000	77.37
722.0000	77.02
721.0000	77.264
720.0000	77.057
719.0000	77.24
718.0000	77.081
717.0000	77.023
716.0000	77.34
715.0000	76.978
714.0000	77.297
713.0000	77.511
712.0000	77.707
711.0000	77.502
710.0000	77.452
709.0000	77.539
708.0000	77.5
707.0000	77.43
706.0000	77.414
705.0000	77.272
704.0000	77.022
703.0000	77.396
702.0000	77.281
701.0000	77.187
700.0000	76.96
699.0000	77.296
698.0000	77.064
697.0000	76.956
696.0000	77.007
695.0000	76.454
694.0000	76.587
693.0000	76.532
692.0000	76.827
691.0000	76.564
690.0000	76.569
689.0000	76.282
688.0000	76.144
687.0000	76.432
686.0000	76.239
685.0000	76.1
684.0000	75.767
683.0000	75.81
682.0000	75.698
681.0000	75.963
680.0000	75.706
679.0000	75.43
678.0000	75.144
677.0000	75.054
676.0000	75.124
675.0000	74.914
674.0000	74.793
673.0000	74.527
672.0000	74.428
671.0000	74.393
670.0000	74.48
669.0000	74.437
668.0000	74.166
667.0000	73.766
666.0000	73.622
665.0000	73.331
664.0000	73.066
663.0000	72.616
662.0000	72.081
661.0000	71.479
660.0000	70.805
659.0000	70.289
658.0000	69.383
657.0000	68.188
656.0000	66.895
655.0000	65.123
654.0000	63.175
653.0000	60.989
652.0000	58.368
651.0000	55.449
650.0000	52.341
649.0000	49.238
648.0000	45.811
647.0000	42.614
646.0000	39.391
645.0000	36.077
644.0000	33.108
643.0000	30.167
642.0000	27.56
641.0000	25.208
640.0000	23.306
639.0000	21.704
638.0000	20.426
637.0000	19.572
636.0000	19.018
635.0000	18.905
634.0000	19.103
633.0000	19.603
632.0000	20.407
631.0000	21.381
630.0000	22.563
629.0000	23.877
628.0000	25.386
627.0000	26.893
626.0000	28.467
625.0000	30.112
624.0000	31.742
623.0000	33.418
622.0000	35.036
621.0000	36.7
620.0000	38.183
619.0000	39.701
618.0000	41.135
617.0000	42.466
616.0000	43.629
615.0000	44.664
614.0000	45.696
613.0000	46.671
612.0000	47.593
611.0000	48.393
610.0000	49.103
609.0000	49.792
608.0000	50.412
607.0000	50.911
606.0000	51.429
605.0000	51.618
604.0000	51.877
603.0000	52.088
602.0000	52.155
601.0000	52.047
600.0000	51.854
599.0000	51.499
598.0000	51.033
597.0000	50.468
596.0000	49.901
595.0000	49.069
594.0000	48.22
593.0000	47.405
