TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	25/03/18
TIME	17:25:39
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	800.0000
LASTX	400.0000
NPOINTS	401
FIRSTY	0.77446
MAXY	0.78861
MINY	0.10845
XYDATA
800.0000	77.446
799.0000	77.566
798.0000	77.465
797.0000	77.772
796.0000	77.43
795.0000	77.424
794.0000	77.252
793.0000	77.087
792.0000	77.189
791.0000	77.311
790.0000	77.527
789.0000	77.562
788.0000	77.601
787.0000	78.312
786.0000	78.323
785.0000	78.102
784.0000	77.908
783.0000	77.863
782.0000	77.632
781.0000	77.504
780.0000	77.68
779.0000	77.548
778.0000	77.438
777.0000	77.821
776.0000	78.345
775.0000	78.127
774.0000	78.861
773.0000	78.434
772.0000	77.877
771.0000	77.723
770.0000	77.79
769.0000	77.265
768.0000	76.46
767.0000	76.645
766.0000	75.974
765.0000	76.362
764.0000	77.017
763.0000	77.205
762.0000	77.068
761.0000	77.271
760.0000	77.756
759.0000	77.708
758.0000	77.823
757.0000	77.777
756.0000	77.893
755.0000	77.526
754.0000	77.844
753.0000	77.986
752.0000	77.542
751.0000	76.99
750.0000	77.152
749.0000	77.202
748.0000	76.683
747.0000	76.973
746.0000	76.905
745.0000	76.823
744.0000	77.716
743.0000	77.413
742.0000	77.592
741.0000	77.786
740.0000	77.538
739.0000	77.059
738.0000	76.718
737.0000	76.41
736.0000	76.485
735.0000	76.482
734.0000	76.937
733.0000	77.398
732.0000	77.082
731.0000	77.323
730.0000	77.622
729.0000	77.414
728.0000	77.397
727.0000	77.291
726.0000	77.277
725.0000	76.816
724.0000	76.609
723.0000	76.82
722.0000	76.524
721.0000	76.935
720.0000	76.758
719.0000	76.709
718.0000	76.794
717.0000	76.758
716.0000	76.9
715.0000	76.839
714.0000	76.93
713.0000	76.761
712.0000	76.944
711.0000	77.15
710.0000	77.103
709.0000	77.306
708.0000	77.565
707.0000	77.509
706.0000	77.463
705.0000	77.5
704.0000	77.262
703.0000	76.981
702.0000	76.873
701.0000	76.444
700.0000	76.09
699.0000	76.309
698.0000	76.064
697.0000	75.967
696.0000	75.907
695.0000	75.811
694.0000	75.728
693.0000	75.728
692.0000	75.842
691.0000	75.552
690.0000	75.63
689.0000	75.438
688.0000	75.339
687.0000	75.297
686.0000	75.168
685.0000	75.291
684.0000	75.025
683.0000	75.039
682.0000	74.857
681.0000	74.752
680.0000	74.623
679.0000	74.536
678.0000	74.325
677.0000	74.165
676.0000	74.305
675.0000	74.023
674.0000	73.975
673.0000	73.746
672.0000	73.782
671.0000	73.541
670.0000	73.432
669.0000	73.095
668.0000	72.656
667.0000	72.185
666.0000	71.744
665.0000	71.542
664.0000	70.802
663.0000	70.092
662.0000	69.293
661.0000	68.247
660.0000	66.897
659.0000	65.59
658.0000	63.907
657.0000	61.926
656.0000	59.963
655.0000	57.552
654.0000	54.81
653.0000	51.965
652.0000	48.811
651.0000	45.292
650.0000	41.736
649.0000	38.099
648.0000	34.333
647.0000	30.857
646.0000	27.56
645.0000	24.349
644.0000	21.64
643.0000	19.169
642.0000	17.026
641.0000	15.219
640.0000	13.758
639.0000	12.637
638.0000	11.756
637.0000	11.187
636.0000	10.888
635.0000	10.845
634.0000	10.995
633.0000	11.331
632.0000	11.85
631.0000	12.51
630.0000	13.36
629.0000	14.36
628.0000	15.334
627.0000	16.494
626.0000	17.723
625.0000	18.995
624.0000	20.21
623.0000	21.558
622.0000	22.827
621.0000	24.203
620.0000	25.535
619.0000	26.847
618.0000	28.115
617.0000	29.317
616.0000	30.488
615.0000	31.451
614.0000	32.41
613.0000	33.258
612.0000	34.123
611.0000	34.892
610.0000	35.517
609.0000	36.095
608.0000	36.69
607.0000	37.185
606.0000	37.545
605.0000	37.7
604.0000	37.971
603.0000	37.981
602.0000	37.932
601.0000	37.828
600.0000	37.569
599.0000	37.158
598.0000	36.665
597.0000	36.151
596.0000	35.31
595.0000	34.486
594.0000	33.573
593.0000	32.538
