TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	25/03/18
TIME	17:20:24
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	800.0000
LASTX	400.0000
NPOINTS	401
FIRSTY	0.78763
MAXY	0.79522
MINY	0.24130
XYDATA
800.0000	78.763
799.0000	78.819
798.0000	79.522
797.0000	79.144
796.0000	78.574
795.0000	78.906
794.0000	78.688
793.0000	78.329
792.0000	78.228
791.0000	78.193
790.0000	77.928
789.0000	77.777
788.0000	77.316
787.0000	77.754
786.0000	77.782
785.0000	77.774
784.0000	77.403
783.0000	77.311
782.0000	76.871
781.0000	77.154
780.0000	77.48
779.0000	77.507
778.0000	77.594
777.0000	77.573
776.0000	77.638
775.0000	77.402
774.0000	77.572
773.0000	77.185
772.0000	76.916
771.0000	76.606
770.0000	76.468
769.0000	76.445
768.0000	76.467
767.0000	76.663
766.0000	76.71
765.0000	77.053
764.0000	77.217
763.0000	77.362
762.0000	77.703
761.0000	77.712
760.0000	77.531
759.0000	77.813
758.0000	77.922
757.0000	78.059
756.0000	78.317
755.0000	77.94
754.0000	78.125
753.0000	77.941
752.0000	78.154
751.0000	77.76
750.0000	77.687
749.0000	77.362
748.0000	76.926
747.0000	76.992
746.0000	76.118
745.0000	76.463
744.0000	76.593
743.0000	76.879
742.0000	77.358
741.0000	78.155
740.0000	77.542
739.0000	76.997
738.0000	76.927
737.0000	76.643
736.0000	76.382
735.0000	76.48
734.0000	76.968
733.0000	77.114
732.0000	77.042
731.0000	76.916
730.0000	77.052
729.0000	77.377
728.0000	77.408
727.0000	76.935
726.0000	76.489
725.0000	76.448
724.0000	76.134
723.0000	76.542
722.0000	75.94
721.0000	76.034
720.0000	75.795
719.0000	76.115
718.0000	76.27
717.0000	76.023
716.0000	76.373
715.0000	76.086
714.0000	76.335
713.0000	76.172
712.0000	76.832
711.0000	76.782
710.0000	76.944
709.0000	77.033
708.0000	76.911
707.0000	77.192
706.0000	77.22
705.0000	77.347
704.0000	76.826
703.0000	76.88
702.0000	76.789
701.0000	76.715
700.0000	76.398
699.0000	76.554
698.0000	76.554
697.0000	76.378
696.0000	76.534
695.0000	76.258
694.0000	76.228
693.0000	76.096
692.0000	76.516
691.0000	76.213
690.0000	76.133
689.0000	76.287
688.0000	76.077
687.0000	75.985
686.0000	75.676
685.0000	75.739
684.0000	75.561
683.0000	75.5
682.0000	75.52
681.0000	75.376
680.0000	75.272
679.0000	75.242
678.0000	75.078
677.0000	74.892
676.0000	74.87
675.0000	74.686
674.0000	74.535
673.0000	74.349
672.0000	74.171
671.0000	74.013
670.0000	74.277
669.0000	74.382
668.0000	74.282
667.0000	74.045
666.0000	73.902
665.0000	73.718
664.0000	73.477
663.0000	73.352
662.0000	72.832
661.0000	72.132
660.0000	71.542
659.0000	70.992
658.0000	70.201
657.0000	69.374
656.0000	68.604
655.0000	67.085
654.0000	65.497
653.0000	63.902
652.0000	61.808
651.0000	59.51
650.0000	57.146
649.0000	54.625
648.0000	51.513
647.0000	48.817
646.0000	46.015
645.0000	43.096
644.0000	40.338
643.0000	37.606
642.0000	34.973
641.0000	32.493
640.0000	30.6
639.0000	28.963
638.0000	27.489
637.0000	26.44
636.0000	25.813
635.0000	25.595
634.0000	25.724
633.0000	26.207
632.0000	26.996
631.0000	27.949
630.0000	29.229
629.0000	30.52
628.0000	31.985
627.0000	33.571
626.0000	35.15
625.0000	36.764
624.0000	38.333
623.0000	39.892
622.0000	41.225
621.0000	42.839
620.0000	44.217
619.0000	45.517
618.0000	46.644
617.0000	47.779
616.0000	48.74
615.0000	49.734
614.0000	50.754
613.0000	51.407
612.0000	52.055
611.0000	52.71
610.0000	53.367
609.0000	53.895
608.0000	54.436
607.0000	54.724
606.0000	55.021
605.0000	55.328
604.0000	55.661
603.0000	55.844
602.0000	55.861
601.0000	55.858
600.0000	55.599
599.0000	55.299
598.0000	54.867
597.0000	54.405
596.0000	53.724
595.0000	52.948
594.0000	52.205
593.0000	51.422
