TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	25/03/18
TIME	17:14:52
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	800.0000
LASTX	400.0000
NPOINTS	401
FIRSTY	0.76769
MAXY	0.76903
MINY	0.23506
XYDATA
800.0000	76.769
799.0000	76.488
798.0000	76.616
797.0000	76.024
796.0000	75.462
795.0000	75.502
794.0000	75.455
793.0000	75.733
792.0000	75.906
791.0000	75.759
790.0000	75.595
789.0000	76.06
788.0000	76.459
787.0000	76.903
786.0000	76.836
785.0000	76.481
784.0000	76.532
783.0000	76.055
782.0000	76.198
781.0000	76.04
780.0000	75.777
779.0000	75.843
778.0000	75.625
777.0000	75.864
776.0000	76.053
775.0000	76.54
774.0000	76.609
773.0000	76.352
772.0000	76.026
771.0000	75.963
770.0000	75.892
769.0000	75.703
768.0000	75.285
767.0000	75.335
766.0000	75.309
765.0000	75.904
764.0000	76.299
763.0000	76.248
762.0000	76.247
761.0000	76.338
760.0000	76.629
759.0000	76.653
758.0000	76.492
757.0000	76.372
756.0000	76.11
755.0000	75.584
754.0000	75.803
753.0000	76.194
752.0000	76.03
751.0000	75.37
750.0000	75.416
749.0000	75.135
748.0000	75.533
747.0000	76.07
746.0000	75.783
745.0000	75.444
744.0000	76.523
743.0000	76.259
742.0000	76.002
741.0000	76.171
740.0000	74.937
739.0000	74.701
738.0000	74.526
737.0000	74.289
736.0000	74.094
735.0000	73.974
734.0000	74.445
733.0000	74.862
732.0000	74.45
731.0000	74.222
730.0000	74.498
729.0000	74.45
728.0000	74.31
727.0000	74.494
726.0000	74.281
725.0000	73.952
724.0000	74.049
723.0000	74.131
722.0000	73.521
721.0000	73.759
720.0000	73.746
719.0000	73.552
718.0000	73.461
717.0000	73.354
716.0000	73.529
715.0000	73.461
714.0000	73.831
713.0000	73.605
712.0000	73.696
711.0000	73.859
710.0000	73.913
709.0000	73.834
708.0000	73.74
707.0000	73.788
706.0000	73.467
705.0000	73.613
704.0000	73.559
703.0000	73.544
702.0000	73.602
701.0000	73.624
700.0000	73.377
699.0000	73.747
698.0000	73.889
697.0000	73.813
696.0000	73.751
695.0000	73.583
694.0000	73.293
693.0000	73.185
692.0000	73.327
691.0000	72.988
690.0000	73.062
689.0000	72.821
688.0000	72.829
687.0000	72.828
686.0000	72.769
685.0000	72.725
684.0000	72.574
683.0000	72.543
682.0000	72.357
681.0000	72.504
680.0000	72.166
679.0000	72.065
678.0000	71.913
677.0000	71.893
676.0000	72.086
675.0000	71.975
674.0000	71.914
673.0000	71.54
672.0000	71.489
671.0000	71.489
670.0000	71.687
669.0000	71.512
668.0000	71.347
667.0000	71.218
666.0000	71.305
665.0000	71.433
664.0000	71.198
663.0000	71.026
662.0000	70.569
661.0000	70.387
660.0000	69.949
659.0000	69.609
658.0000	68.959
657.0000	68.284
656.0000	67.857
655.0000	66.955
654.0000	66.093
653.0000	65.242
652.0000	64.14
651.0000	62.714
650.0000	61.279
649.0000	59.821
648.0000	58.127
647.0000	56.525
646.0000	54.721
645.0000	52.602
644.0000	50.539
643.0000	48.576
642.0000	46.546
641.0000	44.694
640.0000	42.949
639.0000	41.51
638.0000	40.316
637.0000	39.428
636.0000	38.924
635.0000	38.674
634.0000	38.839
633.0000	39.12
632.0000	39.871
631.0000	40.682
630.0000	41.688
629.0000	42.776
628.0000	43.827
627.0000	45.116
626.0000	46.352
625.0000	47.625
624.0000	48.823
623.0000	50.03
622.0000	51.001
621.0000	52.081
620.0000	53.223
619.0000	53.976
618.0000	54.887
617.0000	55.65
616.0000	56.246
615.0000	56.691
614.0000	57.27
613.0000	57.811
612.0000	58.112
611.0000	58.607
610.0000	58.892
609.0000	59.111
608.0000	59.405
607.0000	59.613
606.0000	59.804
605.0000	59.76
604.0000	59.962
603.0000	60.002
602.0000	59.926
601.0000	59.906
600.0000	59.719
599.0000	59.431
598.0000	59.185
597.0000	58.929
596.0000	58.53
595.0000	58.075
594.0000	57.522
593.0000	56.988
