TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	25/03/18
TIME	17:11:50
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	800.0000
LASTX	400.0000
NPOINTS	401
FIRSTY	0.77062
MAXY	0.77972
MINY	0.25481
XYDATA
800.0000	77.062
799.0000	77.146
798.0000	77.185
797.0000	77.184
796.0000	76.743
795.0000	76.705
794.0000	76.206
793.0000	75.842
792.0000	76.039
791.0000	76.183
790.0000	75.848
789.0000	76.246
788.0000	76.499
787.0000	77.283
786.0000	77.225
785.0000	76.575
784.0000	76.655
783.0000	76.22
782.0000	76.9
781.0000	76.638
780.0000	76.799
779.0000	76.767
778.0000	77.279
777.0000	77.815
776.0000	77.695
775.0000	77.775
774.0000	77.972
773.0000	77.966
772.0000	77.758
771.0000	77.762
770.0000	77.496
769.0000	77.365
768.0000	77.274
767.0000	77.397
766.0000	77.07
765.0000	77.387
764.0000	77.409
763.0000	77.234
762.0000	77.542
761.0000	77.593
760.0000	77.601
759.0000	77.769
758.0000	77.79
757.0000	77.834
756.0000	77.525
755.0000	77.198
754.0000	76.997
753.0000	76.999
752.0000	76.689
751.0000	75.968
750.0000	75.671
749.0000	75.656
748.0000	75.889
747.0000	75.846
746.0000	75.716
745.0000	75.796
744.0000	76.307
743.0000	75.775
742.0000	76.397
741.0000	76.402
740.0000	76.846
739.0000	76.552
738.0000	76.619
737.0000	76.558
736.0000	76.205
735.0000	75.893
734.0000	76.28
733.0000	76.488
732.0000	76.346
731.0000	76.085
730.0000	76.495
729.0000	76.447
728.0000	76.436
727.0000	76.487
726.0000	76.283
725.0000	75.783
724.0000	76.113
723.0000	76.642
722.0000	76.377
721.0000	76.324
720.0000	76.425
719.0000	76.521
718.0000	76.736
717.0000	76.986
716.0000	77.323
715.0000	77.089
714.0000	77.125
713.0000	77.295
712.0000	77.494
711.0000	77.555
710.0000	77.399
709.0000	77.359
708.0000	77.067
707.0000	77.04
706.0000	76.927
705.0000	76.892
704.0000	76.495
703.0000	76.514
702.0000	76.267
701.0000	76.252
700.0000	75.826
699.0000	76.148
698.0000	76.167
697.0000	76.026
696.0000	76.099
695.0000	75.713
694.0000	75.855
693.0000	75.656
692.0000	76.003
691.0000	75.767
690.0000	75.8
689.0000	75.989
688.0000	76.051
687.0000	75.992
686.0000	75.946
685.0000	76.042
684.0000	75.763
683.0000	75.652
682.0000	75.365
681.0000	75.376
680.0000	75.047
679.0000	75.029
678.0000	74.741
677.0000	74.712
676.0000	74.927
675.0000	74.974
674.0000	74.904
673.0000	74.407
672.0000	74.593
671.0000	74.735
670.0000	74.932
669.0000	74.963
668.0000	74.916
667.0000	74.867
666.0000	74.903
665.0000	75.071
664.0000	75.014
663.0000	74.823
662.0000	74.542
661.0000	74.371
660.0000	74.058
659.0000	73.833
658.0000	73.635
657.0000	73.132
656.0000	72.685
655.0000	72.236
654.0000	71.714
653.0000	71.02
652.0000	70.301
651.0000	69.196
650.0000	68.18
649.0000	67.213
648.0000	65.681
647.0000	64.431
646.0000	62.995
645.0000	61.327
644.0000	59.693
643.0000	58.099
642.0000	56.36
641.0000	54.611
640.0000	53.282
639.0000	51.951
638.0000	50.84
637.0000	49.862
636.0000	49.387
635.0000	49.071
634.0000	49.072
633.0000	49.389
632.0000	50.015
631.0000	50.622
630.0000	51.576
629.0000	52.636
628.0000	53.535
627.0000	54.702
626.0000	55.845
625.0000	56.869
624.0000	57.797
623.0000	58.874
622.0000	59.602
621.0000	60.468
620.0000	61.188
619.0000	61.904
618.0000	62.48
617.0000	63.043
616.0000	63.412
615.0000	63.806
614.0000	64.211
613.0000	64.515
612.0000	64.915
611.0000	65.113
610.0000	65.303
609.0000	65.601
608.0000	66.025
607.0000	66.098
606.0000	66.376
605.0000	66.468
604.0000	66.443
603.0000	66.54
602.0000	66.497
601.0000	66.539
600.0000	66.343
599.0000	66.168
598.0000	65.785
597.0000	65.557
596.0000	65.442
595.0000	65.078
594.0000	64.77
593.0000	64.281
