TITLE	
592.0000	2.642
591.0000	2.403
590.0000	2.202
589.0000	2.055
588.0000	1.917
587.0000	1.811
586.0000	1.766
585.0000	1.722
584.0000	1.719
583.0000	1.758
582.0000	1.817
581.0000	1.89
580.0000	1.987
579.0000	2.14
578.0000	2.276
577.0000	2.432
576.0000	2.577
575.0000	2.736
574.0000	2.883
573.0000	3.01
572.0000	3.116
571.0000	3.182
570.0000	3.24
569.0000	3.279
568.0000	3.318
567.0000	3.333
566.0000	3.314
565.0000	3.312
564.0000	3.336
563.0000	3.379
562.0000	3.421
561.0000	3.508
560.0000	3.581
559.0000	3.699
558.0000	3.846
557.0000	3.986
556.0000	4.135
555.0000	4.277
554.0000	4.429
553.0000	4.594
552.0000	4.791
551.0000	4.928
550.0000	5.096
549.0000	5.253
548.0000	5.426
547.0000	5.61
546.0000	5.765
545.0000	5.919
544.0000	6.109
543.0000	6.314
542.0000	6.521
541.0000	6.746
540.0000	6.988
539.0000	7.268
538.0000	7.597
537.0000	7.89
536.0000	8.162
535.0000	8.481
534.0000	8.755
533.0000	9.062
532.0000	9.293
531.0000	9.529
530.0000	9.732
529.0000	9.913
528.0000	10.065
527.0000	10.183
526.0000	10.322
525.0000	10.437
524.0000	10.604
523.0000	10.82
522.0000	11.046
521.0000	11.318
520.0000	11.657
519.0000	11.707
518.0000	11.801
517.0000	11.959
516.0000	12.21
515.0000	12.508
514.0000	12.811
513.0000	13.125
512.0000	13.427
511.0000	13.73
510.0000	13.997
509.0000	14.215
508.0000	14.486
507.0000	14.698
506.0000	14.9
505.0000	15.096
504.0000	15.358
503.0000	15.599
502.0000	15.827
501.0000	16.066
500.0000	16.302
499.0000	16.494
498.0000	16.681
497.0000	16.863
496.0000	16.919
495.0000	16.992
494.0000	17.018
493.0000	17.071
492.0000	17.068
491.0000	17.033
490.0000	16.964
489.0000	16.855
488.0000	16.791
487.0000	16.692
486.0000	16.575
485.0000	16.403
484.0000	16.256
483.0000	16.116
482.0000	15.928
481.0000	15.811
480.0000	15.653
479.0000	15.482
478.0000	15.36
477.0000	15.208
476.0000	15.062
475.0000	14.932
474.0000	14.85
473.0000	14.708
472.0000	14.604
471.0000	14.528
470.0000	14.404
469.0000	14.352
468.0000	14.328
467.0000	14.336
466.0000	14.338
465.0000	14.338
464.0000	14.332
463.0000	14.32
462.0000	14.412
461.0000	14.452
460.0000	14.445
459.0000	14.448
458.0000	14.48
457.0000	14.504
456.0000	14.531
455.0000	14.584
454.0000	14.55
453.0000	14.511
452.0000	14.532
451.0000	14.496
450.0000	14.426
449.0000	14.385
448.0000	14.349
447.0000	14.266
446.0000	14.201
445.0000	14.171
444.0000	14.137
443.0000	14.094
442.0000	14.042
441.0000	14.001
440.0000	13.966
439.0000	13.965
438.0000	13.946
437.0000	13.984
436.0000	13.962
435.0000	13.944
434.0000	13.992
433.0000	14.033
432.0000	14.101
431.0000	14.127
430.0000	14.214
429.0000	14.255
428.0000	14.324
427.0000	14.434
426.0000	14.569
425.0000	14.706
424.0000	14.916
423.0000	15.131
422.0000	15.436
421.0000	15.654
420.0000	15.819
419.0000	15.79
418.0000	15.877
417.0000	15.842
416.0000	15.879
415.0000	16.116
414.0000	16.307
413.0000	16.494
412.0000	16.753
411.0000	16.966
410.0000	17.127
409.0000	17.419
408.0000	17.777
407.0000	18.068
406.0000	18.26
405.0000	18.58
404.0000	19.02
403.0000	19.449
402.0000	19.79
401.0000	20.142
400.0000	20.48
