TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	25/03/18
TIME	17:28:04
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	800.0000
LASTX	400.0000
NPOINTS	401
FIRSTY	0.78065
MAXY	0.79428
MINY	0.03644
XYDATA
800.0000	78.065
799.0000	78.2
798.0000	78.283
797.0000	77.894
796.0000	78.241
795.0000	78.626
794.0000	78.686
793.0000	78.595
792.0000	78.853
791.0000	78.644
790.0000	78.958
789.0000	79.295
788.0000	79.067
787.0000	79.428
786.0000	78.843
785.0000	78.411
784.0000	78.12
783.0000	77.837
782.0000	77.277
781.0000	77.051
780.0000	76.777
779.0000	76.748
778.0000	77.318
777.0000	77.728
776.0000	77.649
775.0000	77.923
774.0000	78.224
773.0000	78.094
772.0000	78.253
771.0000	77.897
770.0000	77.823
769.0000	77.477
768.0000	77.542
767.0000	77.719
766.0000	77.432
765.0000	77.483
764.0000	77.165
763.0000	77.48
762.0000	77.18
761.0000	77.161
760.0000	77.296
759.0000	77.109
758.0000	77.23
757.0000	77.474
756.0000	77.792
755.0000	77.449
754.0000	77.928
753.0000	78.24
752.0000	78.059
751.0000	77.918
750.0000	78.006
749.0000	78.012
748.0000	77.935
747.0000	78.154
746.0000	77.982
745.0000	77.782
744.0000	77.4
743.0000	76.865
742.0000	77.017
741.0000	77.4
740.0000	77.445
739.0000	77.204
738.0000	77.16
737.0000	76.858
736.0000	76.653
735.0000	77.375
734.0000	77.7
733.0000	77.977
732.0000	77.79
731.0000	77.651
730.0000	78.001
729.0000	77.931
728.0000	77.845
727.0000	77.149
726.0000	77.272
725.0000	77.029
724.0000	76.903
723.0000	77.184
722.0000	76.656
721.0000	76.802
720.0000	76.903
719.0000	76.894
718.0000	76.699
717.0000	76.691
716.0000	76.896
715.0000	76.542
714.0000	76.863
713.0000	76.907
712.0000	77.086
711.0000	77.213
710.0000	77.179
709.0000	77.263
708.0000	77.278
707.0000	77.328
706.0000	77.329
705.0000	77.042
704.0000	76.847
703.0000	76.831
702.0000	76.706
701.0000	76.664
700.0000	76.425
699.0000	76.79
698.0000	76.408
697.0000	76.38
696.0000	76.204
695.0000	75.868
694.0000	75.961
693.0000	75.466
692.0000	75.509
691.0000	75.195
690.0000	75.255
689.0000	75.173
688.0000	74.967
687.0000	75.012
686.0000	74.688
685.0000	74.801
684.0000	74.477
683.0000	74.084
682.0000	73.771
681.0000	73.688
680.0000	73.366
679.0000	72.816
678.0000	72.447
677.0000	72.136
676.0000	72.216
675.0000	72.022
674.0000	71.709
673.0000	71.095
672.0000	70.943
671.0000	70.678
670.0000	70.473
669.0000	69.996
668.0000	69.25
667.0000	68.394
666.0000	67.579
665.0000	67
664.0000	65.723
663.0000	64.641
662.0000	63.053
661.0000	61.271
660.0000	59.195
659.0000	57.044
658.0000	54.417
657.0000	51.289
656.0000	48.272
655.0000	44.585
654.0000	40.785
653.0000	36.98
652.0000	33.088
651.0000	29.142
650.0000	25.425
649.0000	21.932
648.0000	18.607
647.0000	15.77
646.0000	13.275
645.0000	11.026
644.0000	9.249
643.0000	7.74
642.0000	6.519
641.0000	5.565
640.0000	4.862
639.0000	4.339
638.0000	3.981
637.0000	3.756
636.0000	3.644
635.0000	3.68
634.0000	3.837
633.0000	4.106
632.0000	4.446
631.0000	4.897
630.0000	5.412
629.0000	6.052
628.0000	6.759
627.0000	7.526
626.0000	8.369
625.0000	9.281
624.0000	10.253
623.0000	11.284
622.0000	12.344
621.0000	13.485
620.0000	14.635
619.0000	15.838
618.0000	17.071
617.0000	18.268
616.0000	19.401
615.0000	20.481
614.0000	21.61
613.0000	22.535
612.0000	23.48
611.0000	24.307
610.0000	24.993
609.0000	25.705
608.0000	26.371
607.0000	26.888
606.0000	27.324
605.0000	27.657
604.0000	27.892
603.0000	27.987
602.0000	27.992
601.0000	27.804
600.0000	27.387
599.0000	26.816
598.0000	26.119
597.0000	25.304
596.0000	24.408
595.0000	23.485
594.0000	22.474
593.0000	21.414
592.0000	20.514
