TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	25/03/18
TIME	17:38:15
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	800.0000
LASTX	400.0000
NPOINTS	401
FIRSTY	0.75375
MAXY	0.75712
MINY	0.00245
XYDATA
800.0000	75.375
799.0000	75.415
798.0000	75.712
797.0000	75.136
796.0000	74.911
795.0000	75.394
794.0000	75.304
793.0000	74.85
792.0000	74.856
791.0000	75.073
790.0000	74.81
789.0000	75.17
788.0000	75.106
787.0000	75.481
786.0000	75.274
785.0000	75.273
784.0000	75.357
783.0000	74.745
782.0000	74.907
781.0000	74.63
780.0000	74.491
779.0000	74.575
778.0000	75.031
777.0000	74.913
776.0000	74.827
775.0000	74.946
774.0000	75.035
773.0000	74.833
772.0000	74.887
771.0000	74.631
770.0000	74.368
769.0000	74.271
768.0000	74.173
767.0000	74.28
766.0000	74.17
765.0000	74.567
764.0000	74.705
763.0000	74.701
762.0000	74.49
761.0000	74.371
760.0000	74.556
759.0000	74.635
758.0000	74.801
757.0000	74.84
756.0000	74.753
755.0000	74.434
754.0000	74.305
753.0000	74.593
752.0000	74.441
751.0000	73.995
750.0000	73.965
749.0000	73.822
748.0000	73.89
747.0000	73.958
746.0000	74.225
745.0000	74.233
744.0000	74.315
743.0000	74.019
742.0000	74.488
741.0000	74.776
740.0000	74.879
739.0000	74.597
738.0000	74.705
737.0000	74.124
736.0000	73.801
735.0000	73.954
734.0000	73.97
733.0000	74.005
732.0000	73.785
731.0000	73.432
730.0000	73.519
729.0000	73.556
728.0000	73.789
727.0000	73.471
726.0000	73.358
725.0000	73.067
724.0000	72.987
723.0000	73.419
722.0000	72.715
721.0000	72.897
720.0000	72.454
719.0000	72.628
718.0000	72.445
717.0000	72.673
716.0000	72.709
715.0000	72.614
714.0000	72.89
713.0000	72.571
712.0000	72.853
711.0000	72.737
710.0000	72.73
709.0000	72.511
708.0000	72.422
707.0000	72.252
706.0000	71.858
705.0000	71.859
704.0000	71.502
703.0000	71.446
702.0000	71.274
701.0000	70.961
700.0000	70.245
699.0000	70.204
698.0000	69.963
697.0000	69.793
696.0000	69.75
695.0000	69.25
694.0000	68.922
693.0000	68.66
692.0000	68.988
691.0000	68.59
690.0000	68.408
689.0000	67.907
688.0000	67.539
687.0000	67.217
686.0000	66.776
685.0000	66.537
684.0000	66.024
683.0000	65.403
682.0000	64.782
681.0000	64.33
680.0000	63.612
679.0000	62.922
678.0000	62.156
677.0000	61.431
676.0000	60.679
675.0000	60.047
674.0000	59.279
673.0000	58.21
672.0000	57.331
671.0000	56.291
670.0000	55.418
669.0000	54.128
668.0000	52.723
667.0000	51.164
666.0000	49.559
665.0000	47.808
664.0000	45.667
663.0000	43.31
662.0000	40.722
661.0000	37.876
660.0000	34.845
659.0000	31.591
658.0000	28.265
657.0000	24.962
656.0000	21.741
655.0000	18.629
654.0000	15.603
653.0000	12.881
652.0000	10.44
651.0000	8.317
650.0000	6.534
649.0000	5.017
648.0000	3.785
647.0000	2.823
646.0000	2.055
645.0000	1.523
644.0000	1.112
643.0000	0.839
642.0000	0.619
641.0000	0.48
640.0000	0.382
639.0000	0.316
638.0000	0.283
637.0000	0.258
636.0000	0.251
635.0000	0.245
634.0000	0.272
633.0000	0.315
632.0000	0.363
631.0000	0.428
630.0000	0.506
629.0000	0.595
628.0000	0.702
627.0000	0.836
626.0000	0.979
625.0000	1.142
624.0000	1.328
623.0000	1.542
622.0000	1.758
621.0000	2.018
620.0000	2.295
619.0000	2.586
618.0000	2.902
617.0000	3.21
616.0000	3.529
615.0000	3.838
614.0000	4.154
613.0000	4.457
612.0000	4.732
611.0000	5.003
610.0000	5.227
609.0000	5.481
608.0000	5.7
607.0000	5.877
606.0000	6.064
605.0000	6.173
604.0000	6.276
603.0000	6.324
602.0000	6.331
601.0000	6.287
600.0000	6.142
599.0000	5.991
598.0000	5.736
597.0000	5.466
596.0000	5.154
595.0000	4.827
594.0000	4.502
593.0000	4.151
