TITLE	
592.0000	3.039
591.0000	2.781
590.0000	2.578
589.0000	2.398
588.0000	2.265
587.0000	2.17
586.0000	2.098
585.0000	2.063
584.0000	2.063
583.0000	2.101
582.0000	2.166
581.0000	2.249
580.0000	2.365
579.0000	2.516
578.0000	2.671
577.0000	2.843
576.0000	3.046
575.0000	3.254
574.0000	3.442
573.0000	3.612
572.0000	3.752
571.0000	3.864
570.0000	3.974
569.0000	4.084
568.0000	4.135
567.0000	4.197
566.0000	4.249
565.0000	4.305
564.0000	4.362
563.0000	4.448
562.0000	4.54
561.0000	4.643
560.0000	4.776
559.0000	4.901
558.0000	5.064
557.0000	5.225
556.0000	5.426
555.0000	5.584
554.0000	5.769
553.0000	5.966
552.0000	6.149
551.0000	6.313
550.0000	6.467
549.0000	6.646
548.0000	6.803
547.0000	6.978
546.0000	7.147
545.0000	7.287
544.0000	7.498
543.0000	7.688
542.0000	7.895
541.0000	8.134
540.0000	8.364
539.0000	8.643
538.0000	8.965
537.0000	9.247
536.0000	9.517
535.0000	9.824
534.0000	10.137
533.0000	10.377
532.0000	10.596
531.0000	10.789
530.0000	10.902
529.0000	11.06
528.0000	11.136
527.0000	11.21
526.0000	11.304
525.0000	11.404
524.0000	11.626
523.0000	11.833
522.0000	12.116
521.0000	12.325
520.0000	12.716
519.0000	12.808
518.0000	12.925
517.0000	13.078
516.0000	13.332
515.0000	13.589
514.0000	13.867
513.0000	14.193
512.0000	14.521
511.0000	14.823
510.0000	15.082
509.0000	15.323
508.0000	15.656
507.0000	15.92
506.0000	16.179
505.0000	16.449
504.0000	16.688
503.0000	16.957
502.0000	17.29
501.0000	17.655
500.0000	17.88
499.0000	18.139
498.0000	18.38
497.0000	18.578
496.0000	18.699
495.0000	18.815
494.0000	18.845
493.0000	18.859
492.0000	18.813
491.0000	18.781
490.0000	18.698
489.0000	18.544
488.0000	18.458
487.0000	18.328
486.0000	18.196
485.0000	17.954
484.0000	17.804
483.0000	17.618
482.0000	17.436
481.0000	17.265
480.0000	17.043
479.0000	16.851
478.0000	16.629
477.0000	16.463
476.0000	16.203
475.0000	15.985
474.0000	15.736
473.0000	15.505
472.0000	15.352
471.0000	15.21
470.0000	15.109
469.0000	14.994
468.0000	14.98
467.0000	14.938
466.0000	14.977
465.0000	15.029
464.0000	15.049
463.0000	15.075
462.0000	15.039
461.0000	15.103
460.0000	15.119
459.0000	15.134
458.0000	15.135
457.0000	15.206
456.0000	15.267
455.0000	15.304
454.0000	15.379
453.0000	15.389
452.0000	15.415
451.0000	15.408
450.0000	15.408
449.0000	15.364
448.0000	15.297
447.0000	15.22
446.0000	15.156
445.0000	15.081
444.0000	15.028
443.0000	14.983
442.0000	14.923
441.0000	14.836
440.0000	14.773
439.0000	14.72
438.0000	14.636
437.0000	14.628
436.0000	14.58
435.0000	14.571
434.0000	14.577
433.0000	14.561
432.0000	14.612
431.0000	14.646
430.0000	14.731
429.0000	14.83
428.0000	14.919
427.0000	14.998
426.0000	15.12
425.0000	15.279
424.0000	15.45
423.0000	15.612
422.0000	15.821
421.0000	15.97
420.0000	16.108
419.0000	16.07
418.0000	16.141
417.0000	16.097
416.0000	16.212
415.0000	16.397
414.0000	16.62
413.0000	16.875
412.0000	17.128
411.0000	17.455
410.0000	17.688
409.0000	18.049
408.0000	18.34
407.0000	18.573
406.0000	18.848
405.0000	19.121
404.0000	19.499
403.0000	19.887
402.0000	20.348
401.0000	20.794
400.0000	21.131
