TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	25/03/18
TIME	17:40:23
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	800.0000
LASTX	400.0000
NPOINTS	401
FIRSTY	0.76459
MAXY	0.76806
MINY	0.00171
XYDATA
800.0000	76.459
799.0000	76.362
798.0000	76.806
797.0000	76.408
796.0000	76.195
795.0000	76.504
794.0000	76.43
793.0000	76.238
792.0000	76.191
791.0000	76.172
790.0000	76.221
789.0000	76.671
788.0000	76.049
787.0000	76.136
786.0000	76.111
785.0000	75.787
784.0000	75.541
783.0000	75.238
782.0000	75.16
781.0000	74.554
780.0000	74.782
779.0000	75.065
778.0000	74.857
777.0000	75.22
776.0000	75.64
775.0000	75.483
774.0000	75.489
773.0000	75.675
772.0000	75.605
771.0000	75.51
770.0000	75.925
769.0000	75.701
768.0000	75.566
767.0000	76.016
766.0000	75.79
765.0000	75.958
764.0000	75.983
763.0000	75.885
762.0000	75.535
761.0000	75.441
760.0000	75.141
759.0000	75.178
758.0000	75.227
757.0000	75.215
756.0000	75.055
755.0000	74.731
754.0000	75.042
753.0000	75.556
752.0000	75.548
751.0000	75.233
750.0000	75.057
749.0000	74.812
748.0000	74.877
747.0000	75.328
746.0000	74.665
745.0000	74.132
744.0000	74.582
743.0000	75.025
742.0000	74.513
741.0000	75.538
740.0000	75.694
739.0000	75.511
738.0000	75.265
737.0000	74.909
736.0000	74.636
735.0000	75.046
734.0000	75.07
733.0000	75.3
732.0000	75.247
731.0000	74.746
730.0000	74.883
729.0000	74.849
728.0000	74.683
727.0000	74.344
726.0000	74.064
725.0000	73.45
724.0000	73.549
723.0000	74.134
722.0000	73.738
721.0000	74.222
720.0000	74.234
719.0000	74.235
718.0000	74.349
717.0000	74.605
716.0000	74.513
715.0000	73.982
714.0000	73.936
713.0000	73.459
712.0000	73.6
711.0000	73.447
710.0000	73.435
709.0000	73.271
708.0000	73.313
707.0000	73.555
706.0000	73.497
705.0000	73.476
704.0000	72.981
703.0000	72.958
702.0000	72.473
701.0000	72.208
700.0000	71.556
699.0000	71.538
698.0000	71.263
697.0000	70.968
696.0000	70.788
695.0000	70.229
694.0000	70.092
693.0000	69.766
692.0000	69.714
691.0000	69.03
690.0000	68.714
689.0000	68.181
688.0000	67.765
687.0000	67.325
686.0000	66.617
685.0000	66.122
684.0000	65.406
683.0000	64.865
682.0000	64.257
681.0000	63.891
680.0000	63.072
679.0000	62.367
678.0000	61.814
677.0000	61.081
676.0000	60.595
675.0000	59.745
674.0000	58.755
673.0000	57.621
672.0000	56.573
671.0000	55.342
670.0000	54.207
669.0000	52.713
668.0000	51.064
667.0000	49.181
666.0000	47.418
665.0000	45.312
664.0000	43.062
663.0000	40.634
662.0000	37.684
661.0000	34.788
660.0000	31.684
659.0000	28.618
658.0000	25.271
657.0000	22.012
656.0000	18.874
655.0000	15.816
654.0000	13.105
653.0000	10.621
652.0000	8.381
651.0000	6.488
650.0000	4.964
649.0000	3.728
648.0000	2.782
647.0000	2.043
646.0000	1.48
645.0000	1.064
644.0000	0.778
643.0000	0.568
642.0000	0.434
641.0000	0.33
640.0000	0.263
639.0000	0.218
638.0000	0.191
637.0000	0.174
636.0000	0.171
635.0000	0.18
634.0000	0.193
633.0000	0.219
632.0000	0.252
631.0000	0.294
630.0000	0.351
629.0000	0.416
628.0000	0.498
627.0000	0.59
626.0000	0.72
625.0000	0.857
624.0000	0.997
623.0000	1.177
622.0000	1.374
621.0000	1.584
620.0000	1.827
619.0000	2.084
618.0000	2.321
617.0000	2.577
616.0000	2.844
615.0000	3.097
614.0000	3.343
613.0000	3.593
612.0000	3.822
611.0000	4.064
610.0000	4.261
609.0000	4.478
608.0000	4.682
607.0000	4.832
606.0000	4.984
605.0000	5.103
604.0000	5.159
603.0000	5.157
602.0000	5.171
601.0000	5.085
600.0000	4.958
599.0000	4.823
598.0000	4.608
597.0000	4.367
596.0000	4.123
595.0000	3.851
594.0000	3.571
593.0000	3.299
