196.21	-0.082
197.01	-0.306
197.81	-0.016
198.61	-0.035
199.41	0.001
200.21	-0.059
201.01	-0.100
201.81	-0.121
202.61	-0.366
203.41	-0.409
204.22	-0.538
205.02	-0.471
205.82	-0.503
206.62	-0.184
207.42	-0.145
208.22	-0.023
209.02	-0.035
209.82	0.229
210.62	0.085
211.42	0.080
212.22	0.086
213.02	0.074
213.82	0.622
214.61	-0.000
215.41	-0.000
216.21	-0.000
217.01	2.008
217.81	-0.104
218.61	-0.112
219.41	-0.156
220.21	-0.164
221.01	-0.127
221.81	-0.154
222.61	-0.190
223.41	-0.201
224.20	-0.213
225.00	-0.200
225.80	-0.167
226.60	-0.326
227.40	-0.343
228.20	-0.322
228.99	-0.356
229.79	-0.355
230.59	-0.235
231.39	-0.287
232.19	-0.304
232.98	-0.226
233.78	-0.213
234.58	-0.218
235.38	-0.101
236.18	-0.087
236.97	-0.163
237.77	-0.117
238.57	-0.133
239.37	-0.179
240.16	-0.202
240.96	-0.179
241.76	-0.000
242.55	-0.000
243.35	-0.000
244.15	-0.000
244.94	1.749
245.74	1.095
246.54	1.383
247.33	0.092
248.13	0.068
248.93	-0.198
249.72	-0.248
250.52	-0.251
251.32	-0.270
252.11	-0.245
252.91	-0.121
253.70	0.047
254.50	0.039
255.30	0.016
256.09	-0.049
256.89	-0.073
257.68	-0.201
258.48	-0.126
259.27	-0.007
260.07	-0.000
260.87	-0.000
261.66	-0.000
262.46	-0.000
263.25	-0.000
264.05	-0.111
264.84	-0.076
265.64	-0.186
266.43	-0.177
267.23	-0.171
268.02	-0.148
268.81	-0.142
269.61	0.001
270.40	-0.058
271.20	-0.018
271.99	0.011
272.79	-0.040
273.58	-0.098
274.38	-0.065
275.17	-0.227
275.96	-0.178
276.76	-0.222
277.55	-0.057
278.34	-0.704
279.14	-0.728
279.93	-1.831
280.73	-1.142
281.52	-0.000
282.31	-0.261
283.11	-0.233
283.90	-0.210
284.69	-0.202
285.49	-0.242
286.28	-0.189
287.07	-0.203
287.86	-0.427
288.66	-0.467
289.45	-0.490
290.24	-0.553
291.03	-0.000
291.83	-0.000
292.62	-0.000
293.41	-0.000
294.20	-0.000
295.00	-0.261
295.79	-0.263
296.58	-0.194
297.37	-0.280
298.16	-0.280
298.96	-0.281
299.75	0.126
300.54	-0.064
301.33	-0.090
302.12	-0.083
302.92	-0.085
303.71	-0.476
304.50	-0.325
305.29	-0.255
306.08	-0.208
306.87	-0.115
307.66	-0.064
308.45	-0.052
309.24	-0.056
310.04	-0.074
310.83	-0.131
311.62	-0.187
312.41	-0.139
313.20	-0.218
313.99	-0.228
314.78	-0.138
315.57	-0.108
316.36	0.597
317.15	0.914
317.94	0.779
318.73	0.448
319.52	0.432
320.31	-0.000
321.10	-0.000
321.89	-0.000
322.68	-0.000
323.47	-0.311
324.26	0.122
325.05	0.158
325.84	-0.000
326.63	-0.000
327.42	-0.441
328.20	-0.000
328.99	-0.000
329.78	0.469
330.57	1.912
331.36	0.122
332.15	0.074
332.94	0.117
333.73	0.101
334.52	0.148
335.30	-0.174
336.09	-0.164
336.88	-0.267
337.67	-0.234
338.46	-0.144
339.25	-0.234
340.03	-0.209
340.82	-0.171
341.61	-0.254
342.40	-0.262
343.19	-0.157
343.97	-0.148
344.76	-0.090
345.55	-0.021
346.34	-0.042
347.12	-0.099
347.91	-0.076
348.70	-0.390
349.48	-0.391
350.27	-0.454
351.06	-0.405
351.85	-0.438
352.63	-0.000
353.42	-0.000
354.21	-0.000
354.99	-0.000
355.78	-0.000
356.57	-0.124
357.35	-0.093
358.14	-0.121
358.93	-0.200
359.71	-0.177
360.50	-0.170
361.28	-0.238
362.07	-0.195
362.86	-0.131
363.64	-0.105
364.43	-0.066
365.21	-0.027
366.00	-0.054
366.78	-0.036
367.57	-0.007
368.36	-0.000
369.14	-0.000
369.93	-0.000
370.71	-0.024
371.50	-0.049
372.28	-0.547
373.07	-0.571
373.85	-0.524
374.64	-0.099
375.42	-0.102
376.21	-0.122
376.99	-0.197
377.78	-0.167
378.56	-0.214
379.34	-0.236
380.13	-0.264
380.91	-0.293
381.70	-0.068
382.48	-0.025
383.27	0.061
384.05	0.116
384.83	0.189
385.62	-0.664
386.40	-0.611
387.18	-1.760
387.97	-0.000
388.75	-0.000
389.54	-0.000
390.32	-0.000
391.10	-0.000
391.89	-0.000
392.67	-0.340
393.45	-0.401
394.23	-0.379
395.02	-0.424
395.80	-0.318
396.58	-0.215
397.37	-0.269
398.15	-0.589
398.93	-0.553
399.71	-0.575
400.50	-0.495
401.28	-0.599
402.06	-0.177
402.84	-0.156
403.63	-0.156
404.41	-0.131
405.19	-0.109
405.97	0.001
406.75	-0.222
407.53	-0.198
408.32	-0.282
409.10	-0.277
409.88	-0.525
410.66	-0.165
411.44	-0.193
412.22	-0.169
413.01	-0.167
413.79	-0.130
414.57	-0.093
415.35	-0.082
416.13	-0.047
416.91	-0.673
417.69	-0.907
418.47	-1.011
419.25	0.688
420.03	0.488
420.81	-0.652
421.59	-0.440
422.37	-0.489
423.16	0.042
423.94	0.025
424.72	-0.014
425.50	-0.081
426.28	-0.020
427.06	-0.093
427.84	-0.158
428.62	-0.135
429.40	-0.133
430.17	-0.119
430.95	-0.097
431.73	0.060
432.51	0.058
433.29	0.100
